Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
16919,06-12-2021 06:00,12-05-2021 22:00,06-12-2021 00:26,Bangalore West,246,FIREARM OFFENSE,18,F,Poison,Fire Accident,19,Yes,14-02-2022 06:00
16922,06-12-2021 05:00,12-06-2021 01:00,06-12-2021 08:22,Bangalore West,353,TRAFFIC VIOLATION,72,X,Firearm,Traffic Fatality,12,No,
16957,10-12-2021 10:00,12-07-2021 12:00,07-12-2021 12:44,Bangalore South,215,ROBBERY,19,M,Blunt Object,Violent Crime,12,Yes,08-05-2022 10:00
16973,09-12-2021 10:00,12-08-2021 04:00,08-12-2021 21:13,Bangalore West,309,EXTORTION,22,F,Explosives,Other Crime,19,No,
16976,08-12-2021 11:00,12-08-2021 07:00,08-12-2021 18:10,Bangalore East,370,DRUG OFFENSE,25,X,None,Other Crime,8,Yes,29-12-2021 11:00
16977,09-12-2021 08:00,12-08-2021 08:00,08-12-2021 08:19,Bangalore South,536,FIREARM OFFENSE,62,F,Poison,Fire Accident,6,No,
16999,11-12-2021 13:00,12-09-2021 06:00,10-12-2021 05:56,Bangalore East,211,IDENTITY THEFT,17,M,Knife,Violent Crime,6,No,
17023,10-12-2021 15:00,12-10-2021 06:00,10-12-2021 14:09,Bangalore North,500,SEXUAL ASSAULT,30,X,Other,Violent Crime,5,No,
17031,12-12-2021 09:00,12-10-2021 14:00,11-12-2021 07:36,Bangalore North,233,FIREARM OFFENSE,11,F,Poison,Fire Accident,17,No,
17037,12-12-2021 10:00,12-10-2021 20:00,11-12-2021 18:19,Bangalore North,174,DRUG OFFENSE,70,X,Knife,Other Crime,8,Yes,27-02-2022 10:00
17038,12-12-2021 08:00,12-10-2021 21:00,11-12-2021 07:35,Bangalore West,285,VEHICLE - STOLEN,56,F,None,Violent Crime,13,No,
17045,11-12-2021 15:00,12-11-2021 04:00,11-12-2021 16:30,Bangalore West,320,COUNTERFEITING,10,X,Explosives,Other Crime,10,Yes,11-01-2022 15:00
17048,11-12-2021 22:00,12-11-2021 07:00,11-12-2021 10:27,Bangalore West,492,FRAUD,44,X,Other,Other Crime,6,Yes,03-03-2022 22:00
17055,12-12-2021 20:00,12-11-2021 14:00,12-12-2021 02:08,Bangalore South,139,TRAFFIC VIOLATION,15,X,Explosives,Traffic Fatality,13,Yes,30-12-2021 20:00
17057,14-12-2021 13:00,12-11-2021 16:00,12-12-2021 09:03,Bangalore West,512,DOMESTIC VIOLENCE,38,X,Firearm,Violent Crime,9,Yes,20-01-2022 13:00
17063,14-12-2021 04:00,12-11-2021 22:00,12-12-2021 03:19,Bangalore East,535,FRAUD,19,M,Poison,Other Crime,9,No,
17098,15-12-2021 12:00,12-13-2021 09:00,14-12-2021 05:58,Bangalore East,577,COUNTERFEITING,16,M,Poison,Other Crime,4,No,
17101,15-12-2021 21:00,12-13-2021 12:00,14-12-2021 05:46,Bangalore East,527,FRAUD,74,X,Poison,Other Crime,11,No,
17136,17-12-2021 04:00,12-14-2021 23:00,15-12-2021 11:00,Bangalore West,132,CYBERCRIME,65,F,Poison,Other Crime,19,Yes,05-01-2022 04:00
17156,16-12-2021 07:00,12-15-2021 19:00,16-12-2021 15:37,Bangalore North,255,VANDALISM,11,F,Other,Other Crime,12,No,
17157,18-12-2021 08:00,12-15-2021 20:00,16-12-2021 11:53,Bangalore North,187,ROBBERY,25,M,Explosives,Violent Crime,4,No,
17161,17-12-2021 17:00,12-16-2021 00:00,16-12-2021 14:37,Bangalore East,449,PUBLIC INTOXICATION,44,M,Knife,Other Crime,17,No,
17164,17-12-2021 08:00,12-16-2021 03:00,16-12-2021 03:01,Bangalore West,439,BURGLARY,53,F,Other,Other Crime,5,Yes,18-01-2022 08:00
17188,18-12-2021 06:00,12-17-2021 03:00,17-12-2021 09:18,Bangalore East,136,FRAUD,61,M,Knife,Other Crime,11,Yes,06-03-2022 06:00
17194,20-12-2021 06:00,12-17-2021 09:00,17-12-2021 12:12,Bangalore West,237,VANDALISM,73,M,Other,Other Crime,10,No,
17216,19-12-2021 22:00,12-18-2021 07:00,18-12-2021 16:11,Bangalore East,498,SHOPLIFTING,71,X,Blunt Object,Other Crime,1,No,
17222,18-12-2021 22:00,12-18-2021 13:00,19-12-2021 10:01,Bangalore West,390,FRAUD,31,X,Firearm,Other Crime,15,Yes,06-02-2022 22:00
17224,18-12-2021 22:00,12-18-2021 15:00,19-12-2021 02:43,Bangalore North,458,ILLEGAL POSSESSION,15,X,None,Other Crime,16,Yes,01-03-2022 22:00
17239,20-12-2021 02:00,12-19-2021 06:00,19-12-2021 11:25,Bangalore East,384,CYBERCRIME,77,M,Knife,Other Crime,15,Yes,05-02-2022 02:00
17267,21-12-2021 10:00,12-20-2021 10:00,20-12-2021 12:37,Bangalore North,588,CYBERCRIME,71,X,Knife,Other Crime,4,No,
17271,22-12-2021 05:00,12-20-2021 14:00,21-12-2021 07:09,Bangalore South,272,VANDALISM,56,F,Knife,Other Crime,13,No,
17282,21-12-2021 08:00,12-21-2021 01:00,21-12-2021 05:43,Bangalore West,329,COUNTERFEITING,74,M,None,Other Crime,2,No,
17301,21-12-2021 21:00,12-21-2021 20:00,22-12-2021 10:00,Bangalore South,404,FRAUD,44,M,None,Other Crime,5,No,
17314,22-12-2021 12:00,12-22-2021 09:00,23-12-2021 01:22,Bangalore East,207,BURGLARY,21,M,None,Other Crime,19,No,
17319,23-12-2021 07:00,12-22-2021 14:00,22-12-2021 16:00,Bangalore West,402,ARSON,79,X,Firearm,Fire Accident,12,No,
17334,24-12-2021 20:00,12-23-2021 05:00,24-12-2021 03:47,Bangalore North,444,CYBERCRIME,23,F,Blunt Object,Other Crime,8,Yes,19-03-2022 20:00
17337,26-12-2021 03:00,12-23-2021 08:00,23-12-2021 16:31,Bangalore South,330,FIREARM OFFENSE,60,F,Knife,Fire Accident,17,No,
17365,25-12-2021 02:00,12-24-2021 12:00,24-12-2021 13:15,Bangalore North,166,KIDNAPPING,40,X,Explosives,Other Crime,13,Yes,17-02-2022 02:00
17370,26-12-2021 20:00,12-24-2021 17:00,24-12-2021 22:46,Bangalore North,459,COUNTERFEITING,67,F,Knife,Other Crime,19,Yes,14-01-2022 20:00
17374,25-12-2021 14:00,12-24-2021 21:00,25-12-2021 13:20,Bangalore North,139,CYBERCRIME,32,X,Explosives,Other Crime,16,No,
17415,28-12-2021 09:00,12-26-2021 14:00,27-12-2021 03:44,Bangalore West,577,VEHICLE - STOLEN,44,X,Other,Violent Crime,17,No,
17424,27-12-2021 18:00,12-26-2021 23:00,27-12-2021 15:38,Bangalore South,420,KIDNAPPING,31,M,Poison,Other Crime,5,Yes,03-02-2022 18:00
17448,28-12-2021 21:00,12-27-2021 23:00,28-12-2021 14:28,Bangalore West,133,ROBBERY,11,M,Explosives,Violent Crime,15,No,
17457,29-12-2021 19:00,12-28-2021 08:00,28-12-2021 18:24,Bangalore East,523,ROBBERY,53,X,Other,Violent Crime,5,Yes,05-06-2022 19:00
17475,31-12-2021 12:00,12-29-2021 02:00,29-12-2021 15:07,Bangalore East,142,TRAFFIC VIOLATION,43,X,Explosives,Traffic Fatality,12,Yes,26-01-2022 12:00
17476,29-12-2021 09:00,12-29-2021 03:00,29-12-2021 23:32,Bangalore West,581,COUNTERFEITING,10,M,Blunt Object,Other Crime,6,Yes,27-02-2022 09:00
17482,31-12-2021 00:00,12-29-2021 09:00,29-12-2021 11:00,Bangalore North,488,DRUG OFFENSE,47,F,None,Other Crime,11,Yes,09-02-2022 00:00
17505,30-12-2021 09:00,12-30-2021 08:00,31-12-2021 05:27,Bangalore North,551,BURGLARY,56,F,None,Other Crime,15,Yes,16-03-2022 09:00
17511,31-12-2021 10:00,12-30-2021 14:00,30-12-2021 20:19,Bangalore East,353,IDENTITY THEFT,28,M,None,Violent Crime,1,No,
17520,02-01-2022 09:00,12-30-2021 23:00,31-12-2021 18:27,Bangalore West,158,DOMESTIC VIOLENCE,52,F,Knife,Violent Crime,9,Yes,12-02-2022 09:00
17534,01-01-2022 16:00,12-31-2021 13:00,01-01-2022 07:09,Bangalore East,342,IDENTITY THEFT,79,F,Blunt Object,Violent Crime,18,No,
17537,01-01-2022 07:00,12-31-2021 16:00,01-01-2022 07:06,Bangalore North,365,BURGLARY,65,M,Firearm,Other Crime,13,Yes,14-03-2022 07:00
17538,02-01-2022 00:00,12-31-2021 17:00,01-01-2022 07:45,Bangalore North,439,HOMICIDE,42,F,Knife,Other Crime,11,No,
17550,01-01-2022 18:00,01-01-2022 05:00,01-01-2022 14:54,Bangalore East,117,DOMESTIC VIOLENCE,12,X,Blunt Object,Violent Crime,2,Yes,19-01-2022 18:00
17568,03-01-2022 20:00,01-01-2022 23:00,02-01-2022 16:24,Bangalore South,128,SEXUAL ASSAULT,19,F,Blunt Object,Violent Crime,15,Yes,01-04-2023 20:00
17594,03-01-2022 12:00,01-03-2022 01:00,03-01-2022 01:50,Bangalore East,423,DRUG OFFENSE,40,M,Knife,Other Crime,18,No,
17601,05-01-2022 00:00,01-03-2022 08:00,03-01-2022 23:15,Bangalore East,378,PUBLIC INTOXICATION,60,X,Other,Other Crime,11,Yes,25-01-2022 00:00
17645,06-01-2022 08:00,01-05-2022 04:00,05-01-2022 12:20,Bangalore West,576,DRUG OFFENSE,78,X,Knife,Other Crime,17,Yes,25-01-2022 08:00
17656,06-01-2022 09:00,01-05-2022 15:00,06-01-2022 08:33,Bangalore East,266,DOMESTIC VIOLENCE,55,F,Blunt Object,Violent Crime,3,No,
17668,07-01-2022 01:00,01-06-2022 03:00,06-01-2022 03:21,Bangalore North,201,BURGLARY,10,F,None,Other Crime,9,No,
17674,06-01-2022 14:00,01-06-2022 09:00,07-01-2022 00:14,Bangalore West,499,COUNTERFEITING,70,M,Knife,Other Crime,1,Yes,21-02-2022 14:00
17687,07-01-2022 08:00,01-06-2022 22:00,07-01-2022 02:41,Bangalore East,551,PUBLIC INTOXICATION,56,X,Knife,Other Crime,3,Yes,24-01-2022 08:00
17689,09-01-2022 13:00,01-07-2022 00:00,07-01-2022 07:18,Bangalore South,163,VEHICLE - STOLEN,50,X,Knife,Violent Crime,6,Yes,12-03-2022 13:00
17727,10-01-2022 09:00,01-08-2022 14:00,08-01-2022 22:28,Bangalore West,185,BURGLARY,14,X,Blunt Object,Other Crime,8,No,
17731,09-01-2022 10:00,01-08-2022 18:00,09-01-2022 10:31,Bangalore North,342,FRAUD,47,X,Firearm,Other Crime,13,Yes,04-03-2022 10:00
17736,09-01-2022 15:00,01-08-2022 23:00,09-01-2022 07:17,Bangalore East,563,BURGLARY,37,M,Other,Other Crime,3,Yes,14-04-2022 15:00
17740,10-01-2022 11:00,01-09-2022 03:00,09-01-2022 17:36,Bangalore East,192,ARSON,23,F,Firearm,Fire Accident,11,No,
17746,11-01-2022 11:00,01-09-2022 09:00,10-01-2022 00:04,Bangalore East,276,IDENTITY THEFT,23,X,Poison,Violent Crime,8,No,
17778,11-01-2022 01:00,01-10-2022 17:00,11-01-2022 14:57,Bangalore South,312,EXTORTION,65,X,Poison,Other Crime,11,Yes,28-01-2022 01:00
17782,12-01-2022 09:00,01-10-2022 21:00,11-01-2022 10:59,Bangalore East,431,VEHICLE - STOLEN,74,F,Blunt Object,Violent Crime,8,No,
17783,12-01-2022 14:00,01-10-2022 22:00,11-01-2022 14:50,Bangalore East,286,ARSON,27,M,Firearm,Fire Accident,3,Yes,31-01-2022 14:00
17812,12-01-2022 17:00,01-12-2022 03:00,12-01-2022 15:05,Bangalore South,594,CYBERCRIME,59,F,Explosives,Other Crime,12,No,
17825,14-01-2022 13:00,01-12-2022 16:00,12-01-2022 22:34,Bangalore North,112,VEHICLE - STOLEN,12,X,Poison,Violent Crime,2,No,
17841,16-01-2022 03:00,01-13-2022 08:00,13-01-2022 16:20,Bangalore West,137,SHOPLIFTING,22,F,Other,Other Crime,6,No,
17846,14-01-2022 22:00,01-13-2022 13:00,13-01-2022 21:53,Bangalore North,373,PUBLIC INTOXICATION,54,F,Explosives,Other Crime,12,Yes,08-02-2022 22:00
17866,15-01-2022 15:00,01-14-2022 09:00,14-01-2022 18:38,Bangalore North,313,ROBBERY,13,M,Knife,Violent Crime,1,Yes,11-05-2022 15:00
17871,16-01-2022 17:00,01-14-2022 14:00,15-01-2022 10:45,Bangalore North,560,ARSON,42,F,None,Fire Accident,6,No,
17872,17-01-2022 09:00,01-14-2022 15:00,15-01-2022 11:09,Bangalore West,544,DRUG OFFENSE,78,X,Explosives,Other Crime,6,Yes,03-03-2022 09:00
17878,16-01-2022 21:00,01-14-2022 21:00,15-01-2022 17:40,Bangalore North,111,IDENTITY THEFT,48,F,Knife,Violent Crime,5,Yes,23-02-2022 21:00
17881,16-01-2022 22:00,01-15-2022 00:00,15-01-2022 22:35,Bangalore South,475,COUNTERFEITING,22,X,Firearm,Other Crime,4,Yes,24-02-2022 22:00
17888,16-01-2022 09:00,01-15-2022 07:00,15-01-2022 18:58,Bangalore South,405,VANDALISM,18,M,Other,Other Crime,13,No,
17905,18-01-2022 02:00,01-16-2022 00:00,16-01-2022 22:24,Bangalore West,339,ARSON,26,X,Explosives,Fire Accident,5,No,
17906,18-01-2022 06:00,01-16-2022 01:00,16-01-2022 01:41,Bangalore East,552,ARSON,35,F,Knife,Fire Accident,15,No,
17915,18-01-2022 18:00,01-16-2022 10:00,17-01-2022 06:08,Bangalore East,471,EXTORTION,35,X,Poison,Other Crime,15,Yes,25-03-2022 18:00
17959,19-01-2022 22:00,01-18-2022 06:00,18-01-2022 08:20,Bangalore East,244,ASSAULT,36,M,Other,Violent Crime,12,No,
17964,21-01-2022 07:00,01-18-2022 11:00,19-01-2022 01:11,Bangalore East,482,PUBLIC INTOXICATION,30,X,Other,Other Crime,1,No,
17980,20-01-2022 19:00,01-19-2022 03:00,19-01-2022 08:04,Bangalore South,427,KIDNAPPING,56,M,Poison,Other Crime,9,No,
17985,21-01-2022 13:00,01-19-2022 08:00,20-01-2022 03:42,Bangalore East,309,FRAUD,67,M,Poison,Other Crime,7,No,
18005,21-01-2022 15:00,01-20-2022 04:00,20-01-2022 14:01,Bangalore South,244,EXTORTION,65,X,Other,Other Crime,19,Yes,16-02-2022 15:00
18034,23-01-2022 15:00,01-21-2022 09:00,22-01-2022 05:22,Bangalore East,415,FRAUD,54,M,Firearm,Other Crime,12,Yes,25-02-2022 15:00
18045,24-01-2022 14:00,01-21-2022 20:00,22-01-2022 10:43,Bangalore South,412,HOMICIDE,36,X,Knife,Other Crime,17,No,
18061,23-01-2022 10:00,01-22-2022 12:00,22-01-2022 19:17,Bangalore South,305,DRUG OFFENSE,33,X,Poison,Other Crime,13,Yes,21-03-2022 10:00
18088,25-01-2022 03:00,01-23-2022 15:00,23-01-2022 19:42,Bangalore South,185,SHOPLIFTING,55,X,Other,Other Crime,10,Yes,16-02-2022 03:00
18107,25-01-2022 19:00,01-24-2022 10:00,24-01-2022 19:57,Bangalore West,102,SHOPLIFTING,60,F,Explosives,Other Crime,1,No,
18113,25-01-2022 18:00,01-24-2022 16:00,25-01-2022 01:31,Bangalore East,530,ROBBERY,50,F,None,Violent Crime,16,Yes,12-05-2022 18:00
18130,25-01-2022 20:00,01-25-2022 09:00,25-01-2022 19:50,Bangalore North,207,CYBERCRIME,74,F,Knife,Other Crime,9,No,
18131,26-01-2022 12:00,01-25-2022 10:00,25-01-2022 22:19,Bangalore East,512,BURGLARY,31,M,Explosives,Other Crime,11,No,
18138,28-01-2022 15:00,01-25-2022 17:00,26-01-2022 11:35,Bangalore South,456,DOMESTIC VIOLENCE,52,M,Poison,Violent Crime,7,No,
18149,26-01-2022 08:00,01-26-2022 04:00,27-01-2022 00:06,Bangalore West,466,FRAUD,50,X,Explosives,Other Crime,9,No,
18157,28-01-2022 10:00,01-26-2022 12:00,27-01-2022 07:28,Bangalore East,174,HOMICIDE,54,M,Other,Other Crime,15,No,
18161,28-01-2022 22:00,01-26-2022 16:00,27-01-2022 03:22,Bangalore East,127,HOMICIDE,50,X,Knife,Other Crime,14,Yes,01-11-2023 22:00
18168,28-01-2022 10:00,01-26-2022 23:00,27-01-2022 20:20,Bangalore West,549,KIDNAPPING,24,X,Explosives,Other Crime,1,Yes,25-04-2022 10:00
18175,29-01-2022 01:00,01-27-2022 06:00,27-01-2022 07:54,Bangalore West,463,FRAUD,62,F,Explosives,Other Crime,9,No,
18179,29-01-2022 11:00,01-27-2022 10:00,27-01-2022 17:42,Bangalore North,107,VANDALISM,70,X,Blunt Object,Other Crime,13,Yes,22-03-2022 11:00
18198,28-01-2022 14:00,01-28-2022 05:00,28-01-2022 18:30,Bangalore North,313,ILLEGAL POSSESSION,61,F,None,Other Crime,5,No,
18206,29-01-2022 09:00,01-28-2022 13:00,28-01-2022 22:48,Bangalore East,352,ILLEGAL POSSESSION,42,F,Firearm,Other Crime,6,Yes,13-04-2022 09:00
18209,29-01-2022 01:00,01-28-2022 16:00,28-01-2022 17:39,Bangalore East,453,SEXUAL ASSAULT,42,M,Other,Violent Crime,3,Yes,02-10-2023 01:00
18224,29-01-2022 09:00,01-29-2022 07:00,29-01-2022 07:31,Bangalore East,282,FRAUD,68,F,Explosives,Other Crime,11,No,
18252,01-02-2022 12:00,01-30-2022 11:00,31-01-2022 02:55,Bangalore South,364,EXTORTION,37,X,Firearm,Other Crime,10,No,
18266,31-01-2022 11:00,01-31-2022 01:00,31-01-2022 06:51,Bangalore North,501,VEHICLE - STOLEN,69,F,Other,Violent Crime,6,No,
18273,31-01-2022 11:00,01-31-2022 08:00,31-01-2022 13:24,Bangalore West,466,EXTORTION,22,F,Firearm,Other Crime,4,No,
18275,02-02-2022 04:00,01-31-2022 10:00,31-01-2022 20:49,Bangalore South,422,IDENTITY THEFT,11,M,Explosives,Violent Crime,19,Yes,03-04-2022 04:00
18295,02-02-2022 06:00,02-01-2022 06:00,01-02-2022 19:43,Bangalore East,116,IDENTITY THEFT,55,X,None,Violent Crime,2,No,
18305,04-02-2022 14:00,02-01-2022 16:00,02-02-2022 02:26,Bangalore North,361,CYBERCRIME,70,M,None,Other Crime,18,No,
18309,01-02-2022 22:00,02-01-2022 20:00,02-02-2022 00:16,Bangalore West,307,SEXUAL ASSAULT,70,X,Knife,Violent Crime,7,No,
18332,02-02-2022 22:00,02-02-2022 19:00,03-02-2022 01:58,Bangalore East,254,DOMESTIC VIOLENCE,77,F,Explosives,Violent Crime,6,No,
18339,06-02-2022 01:00,02-03-2022 02:00,03-02-2022 23:47,Bangalore West,311,EXTORTION,73,X,Explosives,Other Crime,8,Yes,11-03-2022 01:00
18352,05-02-2022 17:00,02-03-2022 15:00,04-02-2022 06:58,Bangalore North,520,SHOPLIFTING,75,F,Other,Other Crime,2,Yes,13-03-2022 17:00
18354,06-02-2022 15:00,02-03-2022 17:00,04-02-2022 02:57,Bangalore North,247,PUBLIC INTOXICATION,74,M,Firearm,Other Crime,10,No,
18367,05-02-2022 04:00,02-04-2022 06:00,04-02-2022 10:12,Bangalore North,595,HOMICIDE,16,F,None,Other Crime,12,No,
18370,05-02-2022 11:00,02-04-2022 09:00,05-02-2022 04:43,Bangalore West,207,TRAFFIC VIOLATION,75,X,Other,Traffic Fatality,16,Yes,14-02-2022 11:00
18378,06-02-2022 16:00,02-04-2022 17:00,04-02-2022 21:10,Bangalore West,291,SEXUAL ASSAULT,21,M,Poison,Violent Crime,2,Yes,26-01-2024 16:00
18384,06-02-2022 05:00,02-04-2022 23:00,05-02-2022 14:39,Bangalore North,374,FIREARM OFFENSE,18,M,Knife,Fire Accident,12,Yes,07-04-2022 05:00
18386,06-02-2022 22:00,02-05-2022 01:00,05-02-2022 17:32,Bangalore North,223,HOMICIDE,54,F,Firearm,Other Crime,10,Yes,04-10-2023 22:00
18393,05-02-2022 11:00,02-05-2022 08:00,06-02-2022 06:05,Bangalore West,247,VANDALISM,39,F,Blunt Object,Other Crime,18,No,
18403,07-02-2022 22:00,02-05-2022 18:00,06-02-2022 04:16,Bangalore East,188,HOMICIDE,41,M,Knife,Other Crime,4,No,
18448,08-02-2022 02:00,02-07-2022 15:00,08-02-2022 03:59,Bangalore South,121,SHOPLIFTING,71,M,Firearm,Other Crime,6,Yes,15-04-2022 02:00
18449,10-02-2022 09:00,02-07-2022 16:00,08-02-2022 03:58,Bangalore South,231,COUNTERFEITING,15,X,Knife,Other Crime,12,No,
18456,10-02-2022 00:00,02-07-2022 23:00,08-02-2022 17:18,Bangalore South,504,ARSON,13,M,Firearm,Fire Accident,16,Yes,16-04-2022 00:00
18464,10-02-2022 18:00,02-08-2022 07:00,08-02-2022 07:51,Bangalore West,373,BURGLARY,34,X,None,Other Crime,17,No,
18466,08-02-2022 13:00,02-08-2022 09:00,09-02-2022 05:22,Bangalore North,524,EXTORTION,29,F,Blunt Object,Other Crime,13,Yes,20-02-2022 13:00
18478,11-02-2022 18:00,02-08-2022 21:00,09-02-2022 13:29,Bangalore West,121,KIDNAPPING,53,X,Knife,Other Crime,19,No,
18481,10-02-2022 12:00,02-09-2022 00:00,09-02-2022 00:36,Bangalore South,590,ARSON,38,F,Knife,Fire Accident,4,No,
18485,10-02-2022 21:00,02-09-2022 04:00,09-02-2022 19:36,Bangalore East,113,CYBERCRIME,49,M,Firearm,Other Crime,14,Yes,26-02-2022 21:00
18491,11-02-2022 20:00,02-09-2022 10:00,10-02-2022 05:27,Bangalore West,370,ARSON,21,F,Poison,Fire Accident,11,No,
18507,11-02-2022 16:00,02-10-2022 02:00,10-02-2022 02:41,Bangalore North,360,ARSON,23,F,Poison,Fire Accident,5,No,
18508,12-02-2022 21:00,02-10-2022 03:00,10-02-2022 21:36,Bangalore West,522,IDENTITY THEFT,78,M,Other,Violent Crime,17,No,
18513,11-02-2022 13:00,02-10-2022 08:00,10-02-2022 18:00,Bangalore North,430,PUBLIC INTOXICATION,39,F,Knife,Other Crime,14,Yes,17-02-2022 13:00
18521,13-02-2022 10:00,02-10-2022 16:00,11-02-2022 12:58,Bangalore West,163,EXTORTION,46,F,Other,Other Crime,12,No,
18562,14-02-2022 15:00,02-12-2022 09:00,12-02-2022 21:39,Bangalore East,460,VANDALISM,49,M,Blunt Object,Other Crime,17,No,
18565,15-02-2022 09:00,02-12-2022 12:00,12-02-2022 22:58,Bangalore North,138,FRAUD,17,F,Blunt Object,Other Crime,9,Yes,10-03-2022 09:00
18572,14-02-2022 18:00,02-12-2022 19:00,12-02-2022 21:23,Bangalore East,347,KIDNAPPING,58,X,Other,Other Crime,8,No,
18575,14-02-2022 06:00,02-12-2022 22:00,13-02-2022 11:04,Bangalore South,556,SEXUAL ASSAULT,14,F,Knife,Violent Crime,11,Yes,16-01-2023 06:00
18613,16-02-2022 09:00,02-14-2022 12:00,15-02-2022 02:10,Bangalore East,580,ARSON,78,F,Other,Fire Accident,18,Yes,01-04-2022 09:00
18626,16-02-2022 10:00,02-15-2022 01:00,15-02-2022 09:40,Bangalore South,583,VANDALISM,20,M,Firearm,Other Crime,15,Yes,12-05-2022 10:00
18631,16-02-2022 00:00,02-15-2022 06:00,15-02-2022 09:12,Bangalore South,323,ASSAULT,68,X,Knife,Violent Crime,15,No,
18636,18-02-2022 04:00,02-15-2022 11:00,15-02-2022 19:14,Bangalore South,307,EXTORTION,34,X,Other,Other Crime,9,Yes,28-04-2022 04:00
18649,16-02-2022 20:00,02-16-2022 00:00,16-02-2022 05:13,Bangalore South,155,COUNTERFEITING,67,F,Knife,Other Crime,17,Yes,27-03-2022 20:00
18659,16-02-2022 12:00,02-16-2022 10:00,16-02-2022 16:44,Bangalore East,346,VANDALISM,22,X,Knife,Other Crime,17,No,
18660,19-02-2022 06:00,02-16-2022 11:00,17-02-2022 07:06,Bangalore West,160,VEHICLE - STOLEN,40,X,Explosives,Violent Crime,19,Yes,19-03-2022 06:00
18674,18-02-2022 11:00,02-17-2022 01:00,17-02-2022 20:19,Bangalore East,550,SEXUAL ASSAULT,77,X,Poison,Violent Crime,4,Yes,28-09-2022 11:00
18685,18-02-2022 03:00,02-17-2022 12:00,17-02-2022 16:31,Bangalore East,247,EXTORTION,77,M,Other,Other Crime,8,Yes,29-04-2022 03:00
18711,20-02-2022 17:00,02-18-2022 14:00,18-02-2022 22:13,Bangalore North,253,VEHICLE - STOLEN,31,F,Firearm,Violent Crime,18,No,
18730,21-02-2022 03:00,02-19-2022 09:00,19-02-2022 23:20,Bangalore South,428,VEHICLE - STOLEN,70,X,Explosives,Violent Crime,7,No,
18742,21-02-2022 02:00,02-19-2022 21:00,20-02-2022 10:02,Bangalore West,405,HOMICIDE,68,F,Other,Other Crime,8,No,
18746,21-02-2022 14:00,02-20-2022 01:00,20-02-2022 20:15,Bangalore North,491,DRUG OFFENSE,17,M,Explosives,Other Crime,12,No,
18748,21-02-2022 02:00,02-20-2022 03:00,20-02-2022 12:22,Bangalore South,389,PUBLIC INTOXICATION,74,M,Blunt Object,Other Crime,18,No,
18749,20-02-2022 07:00,02-20-2022 04:00,21-02-2022 00:07,Bangalore East,198,FIREARM OFFENSE,78,F,Knife,Fire Accident,15,Yes,26-03-2022 07:00
18756,23-02-2022 02:00,02-20-2022 11:00,20-02-2022 14:00,Bangalore North,585,ARSON,28,M,Blunt Object,Fire Accident,7,No,
18767,23-02-2022 05:00,02-20-2022 22:00,21-02-2022 15:45,Bangalore West,111,IDENTITY THEFT,26,X,Other,Violent Crime,2,No,
18789,23-02-2022 17:00,02-21-2022 20:00,22-02-2022 18:43,Bangalore East,320,SHOPLIFTING,27,F,Explosives,Other Crime,11,No,
18791,22-02-2022 03:00,02-21-2022 22:00,22-02-2022 15:54,Bangalore West,144,ILLEGAL POSSESSION,32,X,Blunt Object,Other Crime,5,Yes,21-03-2022 03:00
18811,25-02-2022 05:00,02-22-2022 18:00,22-02-2022 23:59,Bangalore East,535,DRUG OFFENSE,11,X,Poison,Other Crime,1,Yes,10-03-2022 05:00
18816,24-02-2022 15:00,02-22-2022 23:00,23-02-2022 05:12,Bangalore North,427,EXTORTION,72,M,Firearm,Other Crime,4,No,
18820,23-02-2022 23:00,02-23-2022 03:00,23-02-2022 14:50,Bangalore North,124,FRAUD,18,X,Poison,Other Crime,7,Yes,17-05-2022 23:00
18824,23-02-2022 11:00,02-23-2022 07:00,23-02-2022 16:33,Bangalore South,447,ILLEGAL POSSESSION,70,F,Firearm,Other Crime,10,No,
18836,25-02-2022 23:00,02-23-2022 19:00,23-02-2022 22:24,Bangalore South,594,VEHICLE - STOLEN,31,M,None,Violent Crime,5,Yes,10-05-2022 23:00
18850,26-02-2022 22:00,02-24-2022 09:00,25-02-2022 07:03,Bangalore South,326,ARSON,18,X,Poison,Fire Accident,6,No,
18878,26-02-2022 19:00,02-25-2022 13:00,25-02-2022 20:30,Bangalore North,129,FRAUD,35,F,Poison,Other Crime,11,Yes,08-04-2022 19:00
18913,01-03-2022 03:00,02-27-2022 00:00,27-02-2022 00:21,Bangalore East,280,HOMICIDE,24,X,Firearm,Other Crime,11,No,
18925,27-02-2022 20:00,02-27-2022 12:00,27-02-2022 14:31,Bangalore South,433,IDENTITY THEFT,31,M,Explosives,Violent Crime,6,No,
18943,02-03-2022 18:00,02-28-2022 06:00,28-02-2022 23:27,Bangalore North,329,PUBLIC INTOXICATION,77,F,Explosives,Other Crime,8,No,
18963,02-03-2022 15:00,03-01-2022 02:00,01-03-2022 13:28,Bangalore South,534,HOMICIDE,22,M,Other,Other Crime,18,Yes,03-05-2023 15:00
18973,01-03-2022 20:00,03-01-2022 12:00,01-03-2022 18:03,Bangalore North,318,EXTORTION,48,F,Firearm,Other Crime,4,No,
